gene,cidx,dev_from_random
3040_at,0.30296563799518494,0.19703436200481506
3039_at,0.31772269643247975,0.18227730356752025
677771_at,0.6094003064127818,0.10940030641278176
654321_at,0.5962409717662508,0.0962409717662508
677776_at,0.58612934996717,0.08612934996717003
4312_at,0.41717005909389365,0.08282994090610635
85027_at,0.41744911359159553,0.08255088640840447
9300_at,0.5785182753337711,0.07851827533377109
9349_at,0.5763679142044211,0.07636791420442113
6498_at,0.572816808929744,0.07281680892974396
5903_at,0.5724666228934121,0.0724666228934121
100288486_at,0.4280422411906325,0.0719577588093675
5701_at,0.5716787043116656,0.07167870431166556
100132965_at,0.5711096520026264,0.07110965200262642
4015_at,0.4311993871744364,0.0688006128255636
55293_at,0.5683902385642372,0.0683902385642372
5204_at,0.5682534471437951,0.06825344714379511
1349_at,0.5679689209892755,0.06796892098927554
6279_at,0.5678704311665572,0.06787043116655722
2815_at,0.43251258481068067,0.06748741518931933
5352_at,0.43266579120157583,0.06733420879842417
105375878_at,0.4327806959947472,0.06721930400525278
3320_at,0.5670387393302692,0.06703873933026916
93035_at,0.4333716349310571,0.06662836506894287
55719_at,0.5665791201575837,0.06657912015758372
51382_at,0.5665736485007661,0.06657364850076608
64092_at,0.5660100678485446,0.06601006784854457
105378305_at,0.434673889253666,0.06532611074633399
597_at,0.5646366819873058,0.06463668198730577
55859_at,0.43579010724447365,0.06420989275552635
3301_at,0.5640731013350843,0.06407310133508426
80832_at,0.43594878529218645,0.06405121470781355
692211_at,0.5639144232873714,0.0639144232873714
8520_at,0.563679142044211,0.06367914204421099
988_at,0.563591595535128,0.06359159553512805
91746_at,0.5635149923396805,0.0635149923396805
25831_at,0.5631866929306194,0.0631866929306194
539_at,0.5629459400306412,0.06294594003064125
2959_at,0.5629131100897352,0.06291311008973521
80314_at,0.5628966951192821,0.06289669511928209
4999_at,0.5628255635806522,0.06282556358065217
55174_at,0.5627544320420224,0.06275443204202236
140823_at,0.4373768877216021,0.0626231122783979
9101_at,0.5624753775443204,0.06247537754432042
4763_at,0.5617640621580214,0.06176406215802144
57187_at,0.56172028890348,0.061720288903480025
54461_at,0.43872838695557015,0.06127161304442985
2182_at,0.5611731232217115,0.061173123221711534
90381_at,0.43885423506237686,0.06114576493762314
5216_at,0.43895819654191287,0.06104180345808713
84873_at,0.43904027139417817,0.06095972860582183
54543_at,0.56068067410812,0.06068067410811995
10576_at,0.5605219960604071,0.06052199606040709
200132_at,0.4394834755964106,0.0605165244035894
25998_at,0.560489166119501,0.06048916611950095
58485_at,0.43953819216458745,0.06046180783541255
105377068_at,0.43988290654410156,0.06011709345589844
55781_at,0.56008973517181,0.060089735171810044
89872_at,0.4399595097395491,0.060040490260450885
64805_at,0.4400087546509083,0.059991245349091726
10565_at,0.5597012475377544,0.05970124753775441
122618_at,0.5596629459400306,0.05966294594003063
340348_at,0.44043007222587,0.059569927774130005
9535_at,0.5591431385423506,0.05914313854235065
3665_at,0.4408732764281024,0.05912672357189758
153932_at,0.5589352155832786,0.05893521558327863
728963_at,0.5588531407310133,0.05885314073101333
1475_at,0.5584646530969578,0.05846465309695781
100128822_at,0.441573648500766,0.058426351499233975
51585_at,0.5582676734515212,0.058267673451521174
27020_at,0.44212628583935215,0.05787371416064785
3654_at,0.44215911578025824,0.05784088421974176
693229_at,0.557835412562924,0.057835412562924016
10443_at,0.5577806959947472,0.05778069599474722
64168_at,0.44236156708251256,0.05763843291748744
301_at,0.5575891880061282,0.05758918800612822
5436_at,0.44244911359159556,0.057550886408404445
55904_at,0.5574578682425039,0.05745786824250387
106481314_at,0.5574359816152331,0.05743598161523311
348093_at,0.44279382797110967,0.057206172028890334
390110_at,0.4428759028233749,0.05712409717662509
79649_at,0.5570639089516306,0.057063908951630604
51109_at,0.4429908076165463,0.0570091923834537
9202_at,0.5568450426789232,0.05684504267892321
441864_at,0.44318231560516524,0.056817684394834755
25836_at,0.5567739111402933,0.05677391114029329
50856_at,0.5567629678266579,0.056762967826657906
2825_at,0.44343401181877873,0.05656598818122127
57721_at,0.5564401400744146,0.05644014007441456
11073_at,0.5559422193040052,0.055942219304005225
1071_at,0.44422193040052527,0.05577806959947473
10714_at,0.555668636463121,0.055668636463121035
102724719_at,0.4444189100459619,0.0555810899540381
105377384_at,0.4444900415845918,0.05550995841540818
51398_at,0.4445611731232217,0.05543882687677831
2247_at,0.4445994747209455,0.05540052527905448
2181_at,0.5553622236813307,0.0553622236813307
2210_at,0.5553567520245131,0.05535675202451307
2004_at,0.4446706062595754,0.055329393740424615
8886_at,0.5552473188881594,0.05524731888815937
11127_at,0.555236375574524,0.05523637557452399
9738_at,0.5552199606040709,0.05521996060407086
64078_at,0.44482928430728824,0.05517071569271176
9636_at,0.4450207922959072,0.054979207704092814
566_at,0.44504815057999564,0.05495184942000436
7779_at,0.44505909389363096,0.054940906106369036
4249_at,0.4451356970890786,0.054864302910921425
100506710_at,0.44528890347997374,0.05471109652002626
54028_at,0.5546837382359379,0.05468373823593786
9188_at,0.5546673232654847,0.054667323265484735
400221_at,0.5546399649813963,0.05463996498139634
9643_at,0.5544977019041366,0.05449770190413661
100302140_at,0.4455460713504049,0.054453928649595085
3840_at,0.5544484569927774,0.05444845699277745
6103_at,0.554333552199606,0.054333552199606006
51177_at,0.44574305099584155,0.05425694900415845
8615_at,0.5541748741518931,0.05417487415189315
219970_at,0.44585795578901294,0.05414204421098706
120872_at,0.5540654410155395,0.05406544101553945
832_at,0.44598927555263734,0.05401072444736266
58517_at,0.5539778945064565,0.053977894506456514
515_at,0.5539724228496389,0.05397242284963888
105369593_at,0.4460549354344496,0.05394506456555043
105374591_at,0.4460713504049026,0.05392864959509741
102724392_at,0.446186255198074,0.05381374480192602
107984180_at,0.4462519150798862,0.05374808492011379
2870_at,0.4463121033048807,0.05368789669511931
960_at,0.5536167651564894,0.05361676515648939
377677_at,0.4464598380389582,0.05354016196104178
805_at,0.553414313854235,0.05341431385423501
3485_at,0.44659115780258263,0.05340884219741737
9914_at,0.446602101116218,0.05339789888378199
100302192_at,0.4466075727730357,0.0533924272269643
1535_at,0.4467005909389363,0.053299409061063674
55201_at,0.44672247756620703,0.05327752243379297
6614_at,0.4467388925366601,0.053261107463339896
64778_at,0.5532063908951631,0.0532063908951631
25907_at,0.44679908076165464,0.05320091923834536
55035_at,0.5531680892974392,0.053168089297439214
9124_at,0.4468756839571022,0.0531243160428978
54499_at,0.55311884438608,0.053118844386080055
23137_at,0.5530586561610856,0.05305865616108563
100505702_at,0.5530477128474502,0.053047712847450246
101929054_at,0.4470945502298096,0.052905449770190405
5431_at,0.552894506456555,0.052894506456555024
7150_at,0.552878091486102,0.05287809148610201
9276_at,0.5528288465747428,0.05282884657474285
55004_at,0.4471875683957102,0.05281243160428978
5657_at,0.447209455022981,0.052790544977019016
57409_at,0.44728605821842854,0.05271394178157146
81854_at,0.5526428102429416,0.052642810242941596
9848_at,0.44735718975705846,0.05264281024294154
692233_at,0.5526263952724885,0.05262639527248847
1031_at,0.44738454804114686,0.05261545195885314
11177_at,0.5523254541475159,0.05232545414751588
142910_at,0.44783869555701467,0.052161304442985335
10567_at,0.44788246881155613,0.052117531188443866
57102_at,0.5520409279929963,0.05204092799299631
163732_at,0.44797548697745676,0.05202451302254324
3091_at,0.5519971547384548,0.05199715473845479
574475_at,0.4481068067410812,0.05189319325891878
7533_at,0.448145108338805,0.051854891661195
4129_at,0.4481505799956227,0.05184942000437731
3709_at,0.5518494200043773,0.05184942000437731
29889_at,0.5516579120157584,0.05165791201575842
51290_at,0.5516524403589407,0.05165244035894068
26025_at,0.5515375355657693,0.051537535565769343
105373836_at,0.5513843291748741,0.05138432917487412
11282_at,0.44867585905012036,0.05132414094987964
25871_at,0.5513022543226089,0.05130225432260893
200504_at,0.44876340555920335,0.051236594440796646
729348_at,0.44878529218647406,0.05121470781352594
101927406_at,0.44878529218647406,0.05121470781352594
100505685_at,0.44882906544101553,0.05117093455898447
3680_at,0.4489877434887284,0.051012256511271614
100129697_at,0.4489877434887284,0.051012256511271614
5139_at,0.4490588750273583,0.050941124972641694
339451_at,0.44906434668417594,0.05093565331582406
375033_at,0.4491628365068943,0.050837163493105686
219681_at,0.44916830816371195,0.05083169183628805
5981_at,0.5508262201794704,0.05082622017947036
1362_at,0.5508207485226526,0.050820748522652615
7675_at,0.5508207485226526,0.050820748522652615
2811_at,0.4492284963887065,0.05077150361129351
162998_at,0.44923943970234187,0.05076056029765813
109617001_at,0.5507222586999343,0.0507222586999343
29122_at,0.4493105712409718,0.05068942875902821
27316_at,0.5506620704749398,0.05066207047493976
375_at,0.4494254760341431,0.05057452396585688
953_at,0.550536222368133,0.050536222368133044
114880_at,0.4495513241409499,0.05044867585905011
105375734_at,0.4495622674545853,0.050437732545414726
51334_at,0.44959509739549136,0.05040490260450864
100048912_at,0.44962245567957976,0.05037754432042024
55069_at,0.4496552856204859,0.0503447143795141
102724122_at,0.4496552856204859,0.0503447143795141
684959_at,0.5503392427226964,0.05033924272269641
8440_at,0.44969905887502737,0.05030094112497263
5021_at,0.4497209455022981,0.050279054497701925
54676_at,0.44972641715911577,0.050273582840884234
8099_at,0.44974283212956884,0.05025716787043116
2869_at,0.44984679360910484,0.050153206390895155
221154_at,0.5501422630772598,0.050142263077259774
84365_at,0.5501094331363537,0.05010943313635374
3118_at,0.44993981177500547,0.05006018822499453
5033_at,0.5500328299409061,0.050032829940906076
6996_at,0.5500218866272707,0.050021886627270695
285758_at,0.4501313197636244,0.049868680236375584
101928338_at,0.5498686802363756,0.049868680236375584
105370437_at,0.4501477347340775,0.04985226526592251
8654_at,0.4501532063908952,0.04984679360910482
93129_at,0.4501696213613482,0.04983037863865181
9447_at,0.5498194353250164,0.049819435325016426
391592_at,0.549792077040928,0.04979207704092803
92797_at,0.5497811337272926,0.04978113372729265
101928794_at,0.4502516962136135,0.049748303786386505
25873_at,0.45030641278179034,0.049693587218209656
645191_at,0.45033377106587874,0.04966622893412126
728411_at,0.5496607572773036,0.04966075727730357
58493_at,0.5496498139636682,0.04964981396366819
10526_at,0.5496333989932152,0.04963339899321517
22894_at,0.549600569052309,0.04960056905230903
4698_at,0.5495732107682206,0.04957321076822063
26809_at,0.5495184942000437,0.04951849420004373
441168_at,0.4504979207704093,0.04950207922959071
130951_at,0.45053622236813307,0.049463777631866934
284361_at,0.4505581089954038,0.04944189100459617
9528_at,0.5493652878091486,0.04936528780914862
9360_at,0.5492449113591595,0.04924491135915954
339318_at,0.5492230247318888,0.049223024731888776
101929071_at,0.45078244692492886,0.04921755307507114
9262_at,0.5492175530750711,0.04921755307507114
55863_at,0.5491792514773474,0.04917925147734736
100874374_at,0.4508371634931057,0.04916283650689429
6612_at,0.4508426351499234,0.0491573648500766
26806_at,0.5491464215364412,0.04914642153644122
92482_at,0.5491354782228058,0.04913547822280584
161342_at,0.5490971766250821,0.04909717662508206
56670_at,0.45100678485445395,0.048993215145546054
1105_at,0.548943970234187,0.04894397023418695
969_at,0.5489275552637338,0.048927555263733824
58497_at,0.45113810461807835,0.04886189538192165
693144_at,0.45117093455898444,0.04882906544101556
100505875_at,0.4511873495294375,0.04881265047056249
306_at,0.5487962355001095,0.048796235500109475
4814_at,0.4512037644998906,0.04879623550010942
26689_at,0.4512256511271613,0.04877434887283871
139818_at,0.5486594440796673,0.04865944407966727
6045_at,0.5486375574523966,0.04863755745239662
23531_at,0.45137885751805645,0.04862114248194355
55291_at,0.5485937841978551,0.048593784197855094
574040_at,0.5485500109433137,0.04855001094331368
677792_at,0.5485500109433137,0.04855001094331368
56935_at,0.4514718756839571,0.04852812431604292
114294_at,0.5485171810024075,0.04851718100240754
4982_at,0.4515047056248632,0.04849529437513678
10134_at,0.45152659225213393,0.04847340774786607
100505502_at,0.45152659225213393,0.04847340774786607
80204_at,0.5484679360910484,0.04846793609104838
150_at,0.4515813088203108,0.04841869117968922
101929415_at,0.45160866710439923,0.04839133289560077
5356_at,0.5483311446706063,0.048331144670606285
59084_at,0.5483147297001532,0.04831472970015316
1537_at,0.4516907419566645,0.04830925804333552
5877_at,0.45169621361348217,0.04830378638651783
79760_at,0.45172904355438825,0.048270956445611746
6768_at,0.45172904355438825,0.048270956445611746
8661_at,0.548265484788794,0.048265484788794
9662_at,0.5482381265047056,0.0482381265047056
128637_at,0.4517728168089297,0.04822718319107028
54505_at,0.5481888815933464,0.048188881593346444
257415_at,0.5481177500547165,0.048117750054716524
10474_at,0.4518877216021011,0.04811227839789889
6079_at,0.5481068067410813,0.048106806741081254
3006_at,0.45191507988618956,0.048084920113810437
7040_at,0.45194790982709565,0.04805209017290435
81573_at,0.5479919019479098,0.04799190194790981
10810_at,0.4520245130225432,0.047975486977456794
4900_at,0.45204639964981397,0.04795360035018603
10186_at,0.45204639964981397,0.04795360035018603
100420587_at,0.45205187130663166,0.04794812869336834
55784_at,0.547937185379733,0.047937185379733016
100192204_at,0.5479098270956445,0.04790982709564451
338339_at,0.5478605821842853,0.04786058218428535
10634_at,0.4521448894725323,0.047855110527467715
692214_at,0.5478496388706501,0.04784963887065008
114599_at,0.5478168089297439,0.04781680892974394
9736_at,0.5477949223024732,0.047794922302473175
239_at,0.4523473407747866,0.04765265922521339
5476_at,0.4523473407747866,0.04765265922521339
3603_at,0.45241300065659884,0.04758699934340116
51205_at,0.4524184723134165,0.047581527686583525
9857_at,0.5475760560297658,0.04757605602976578
284367_at,0.5475486977456774,0.04754869774567738
94031_at,0.4524731888815933,0.047526811118406675
10051_at,0.5475158678047712,0.04751586780477124
199675_at,0.5474830378638652,0.04748303786386521
9321_at,0.547433792952506,0.04743379295250605
101928359_at,0.547433792952506,0.04743379295250605
54464_at,0.5474283212956883,0.0474283212956883
125875_at,0.5474228496388707,0.04742284963887067
84572_at,0.45265375355657694,0.04734624644342306
5469_at,0.5473353031297877,0.04733530312978773
27018_at,0.45267564018384765,0.04732435981615235
55236_at,0.5472751149047932,0.04727511490479319
6092_at,0.4527358284088422,0.04726417159115781
11244_at,0.5472532282775224,0.04725322827752243
5627_at,0.45277960166338366,0.04722039833661634
100422847_at,0.4528124316042898,0.0471875683957102
121665_at,0.4528288465747428,0.047171153425257184
64786_at,0.5471492667979865,0.04714926679798648
5339_at,0.45289997811337274,0.047100021886627264
9765_at,0.5470671919457212,0.047067191945721176
22930_at,0.5470288903479974,0.0470288903479974
983_at,0.45299299627927336,0.04700700372072664
51426_at,0.5469960604070913,0.046996060407091256
157695_at,0.45300393959290874,0.046996060407091256
100287029_at,0.45303129787699714,0.04696870212300286
64332_at,0.5469577588093675,0.04695775880936748
55193_at,0.546913985554826,0.046913985554825954
23064_at,0.5469085138980083,0.04690851389800832
84270_at,0.45314073101335084,0.04685926898664916
158586_at,0.5468428540161961,0.046842854016196145
10988_at,0.5468209673889254,0.04682096738892538
642345_at,0.4532009192383454,0.04679908076165462
64223_at,0.4532228058656161,0.046777194134383915
6083_at,0.5467498358502955,0.04674983585029546
81610_at,0.4532611074633399,0.04673889253666008
22949_at,0.4532665791201576,0.04673342087984239
30836_at,0.5467005909389363,0.046700590938936304
6518_at,0.45331582403151677,0.04668417596848323
105375675_at,0.45331582403151677,0.04668417596848323
5449_at,0.4533377106587875,0.046662289341212526
11235_at,0.5466622893412125,0.046662289341212526
102724659_at,0.45334318231560516,0.046656817684394836
10014_at,0.45334865397242285,0.046651346027577145
4618_at,0.4533650689428759,0.046634931057124074
101805492_at,0.45338695557014663,0.04661304442985337
373_at,0.546602101116218,0.04660210111621799
4701_at,0.4534416721383235,0.04655832786167652
8813_at,0.546514554607135,0.04651455460713505
9409_at,0.45348544539286495,0.04651455460713505
5997_at,0.5465036112934997,0.04650361129349967
693121_at,0.4535292186474064,0.04647078135259358
2983_at,0.4535401619610418,0.0464598380389582
3097_at,0.5464488947253229,0.046448894725322876
23160_at,0.5463558765594222,0.04635587655942219
3294_at,0.5462956883344277,0.046295688334427654
9402_at,0.45372619829284305,0.04627380170715695
220929_at,0.5462683300503393,0.04626833005033926
105373853_at,0.4537426132632961,0.046257386736703876
29094_at,0.453797329831473,0.04620267016852703
100616406_at,0.5461807835412563,0.04618078354125632
55153_at,0.5461315386298972,0.04613153862989716
22911_at,0.5461260669730794,0.046126066973079416
7050_at,0.4539286495950974,0.04607135040490262
54539_at,0.45393412125191507,0.04606587874808493
8853_at,0.4539614795360035,0.04603852046399648
55854_at,0.5460330488071788,0.046033048807178845
